Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Ethiopia,3828.0,4160.0,4730.0,5034.0,5533.0,7385.0,7578.0,7973.0,8863.0,8375.0,9808.0,10188.0,10890.0,11285.0,11872.0,12595.0,13928.0,14696.0,9143.0,8135.0,7887.0,8794.0,8621.0,7815.0,7515.0,8167.0,8103.0,7828.0,8604.0,10122.0,12387.0,15310.0,19329.0,26250.0,28672.0,26887.0,30480.0,42221.0,46544.0,54165.0,63081.0,72120.0,76841.0,80207.0,92608.0,96611.0,99261.0,118958.0,159761.0,143123.0,117457.0
Federated States of Micronesia,,,,,,,,,,,,,,,,,,,,,222.0,221.0,207.0,219.0,220.0,233.0,240.0,240.0,243.0,236.0,247.0,250.0,253.0,261.0,277.0,292.0,308.0,324.0,314.0,316.0,312.0,327.0,361.0,394.0,395.0,373.0,392.0,416.0,444.0,471.0,500.0
Fiji,691.0,702.0,727.0,838.0,1030.0,1303.0,1339.0,1293.0,1217.0,1276.0,1236.0,1398.0,1276.0,1202.0,1281.0,1448.0,1500.0,1659.0,1772.0,1977.0,2134.0,2307.0,2268.0,1795.0,2104.0,1824.0,1798.0,1996.0,2509.0,2954.0,3257.0,3361.0,3688.0,3816.0,3106.0,3402.0,4094.0,4303.0,4539.0,4857.0,4682.0,4930.0,5353.0,5581.0,5444.0,4432.0,4305.0,4970.0,5442.0,5949.0,6257.0
Finland,29122.0,31469.0,33102.0,35826.0,43934.0,53714.0,52620.0,53111.0,51056.0,53032.0,56223.0,73652.0,91775.0,109255.0,119106.0,141726.0,128215.0,113139.0,89177.0,103621.0,134210.0,132046.0,127027.0,134164.0,135369.0,126023.0,129521.0,140262.0,171570.0,197369.0,204973.0,217056.0,256390.0,285667.0,253206.0,249633.0,275079.0,257606.0,270272.0,273549.0,233234.0,238712.0,253757.0,273993.0,267044.0,269784.0,294419.0,280474.0,295036.0,298833.0,303945.0
France,355617.0,367273.0,405397.0,500052.0,605041.0,695475.0,612552.0,581254.0,555956.0,526671.0,551596.0,766302.0,927257.0,1012843.0,1017702.0,1260874.0,1263244.0,1392563.0,1315795.0,1388477.0,1596250.0,1599248.0,1451058.0,1498974.0,1488392.0,1361560.0,1370386.0,1491373.0,1834637.0,2108835.0,2193358.0,2317985.0,2656130.0,2926483.0,2697144.0,2648391.0,2869903.0,2684706.0,2816119.0,2861973.0,2442731.0,2469726.0,2587955.0,2782838.0,2723094.0,2645806.0,2968405.0,2797049.0,3056880.0,3162023.0,3211292.0
Gabon,2641.0,3684.0,3439.0,2925.0,3709.0,4559.0,4111.0,3853.0,3689.0,3547.0,3736.0,4889.0,3699.0,4079.0,4458.0,6339.0,5754.0,5955.0,5757.0,4463.0,5281.0,6064.0,5673.0,4774.0,4966.0,5397.0,5023.0,5332.0,6510.0,7767.0,9468.0,10164.0,12457.0,15570.0,12188.0,14384.0,18207.0,17181.0,17596.0,18209.0,14385.0,14020.0,14924.0,16830.0,16875.0,15364.0,19455.0,20485.0,20059.0,20774.0,20391.0
Gambia,352.0,323.0,342.0,406.0,445.0,606.0,580.0,547.0,550.0,396.0,482.0,376.0,504.0,585.0,614.0,721.0,760.0,820.0,878.0,870.0,909.0,949.0,983.0,1009.0,1036.0,1010.0,1002.0,887.0,843.0,962.0,1028.0,1054.0,1280.0,1562.0,1450.0,1543.0,1410.0,1415.0,1376.0,1229.0,1355.0,1470.0,1498.0,1662.0,1806.0,1809.0,2045.0,2135.0,2345.0,2558.0,2771.0
Georgia,,,,,,,,,,,,,,,,,,,,850.0,1961.0,3148.0,3608.0,3730.0,2898.0,3144.0,3311.0,3493.0,4103.0,5269.0,6590.0,7979.0,10458.0,13158.0,11069.0,12425.0,15475.0,16894.0,17516.0,17966.0,15223.0,15445.0,16472.0,17905.0,17645.0,16013.0,18849.0,24985.0,30778.0,33775.0,35353.0
Germany,474785.0,502961.0,581104.0,716567.0,852855.0,856833.0,720895.0,696088.0,694447.0,654289.0,663459.0,947583.0,1179165.0,1271263.0,1262000.0,1604497.0,1882489.0,2146140.0,2080092.0,2220165.0,2595269.0,2507448.0,2221504.0,2250847.0,2216072.0,1967850.0,1966395.0,2100865.0,2534081.0,2851023.0,2894992.0,3046470.0,3484467.0,3808369.0,3476022.0,3470987.0,3824155.0,3600175.0,3808142.0,3966823.0,3423915.0,3536808.0,3761764.0,4053846.0,3957645.0,3936989.0,4351188.0,4166872.0,4527009.0,4658526.0,4744804.0
Ghana,3490.0,3559.0,3872.0,4495.0,4748.0,38684.0,61487.0,70954.0,49337.0,17998.0,15970.0,15086.0,12692.0,13566.0,13723.0,15882.0,17795.0,17666.0,14532.0,13433.0,15692.0,16629.0,17024.0,18528.0,19165.0,12349.0,13113.0,15229.0,18790.0,21754.0,26415.0,30963.0,36544.0,41323.0,37127.0,45447.0,53625.0,55800.0,62846.0,54678.0,49437.0,56144.0,60385.0,67259.0,68353.0,70008.0,79514.0,73919.0,80547.0,82825.0,88332.0
Greece,27212.0,29715.0,34493.0,42200.0,51954.0,56217.0,51873.0,54114.0,48913.0,47657.0,47269.0,55636.0,64769.0,75384.0,78148.0,96601.0,104164.0,114846.0,107505.0,115055.0,135036.0,142513.0,138930.0,139821.0,143693.0,127438.0,132051.0,150148.0,196881.0,234873.0,242450.0,269088.0,314264.0,351083.0,326474.0,296660.0,283178.0,238992.0,236560.0,233972.0,194587.0,193044.0,200310.0,213396.0,207329.0,191210.0,218449.0,219053.0,243569.0,257067.0,267348.0
Grenada,44.0,44.0,50.0,64.0,75.0,111.0,116.0,125.0,132.0,146.0,168.0,188.0,215.0,236.0,267.0,278.0,301.0,310.0,310.0,325.0,342.0,367.0,392.0,446.0,482.0,520.0,520.0,540.0,591.0,599.0,695.0,699.0,759.0,826.0,771.0,771.0,779.0,800.0,843.0,911.0,997.0,1062.0,1126.0,1167.0,1213.0,1043.0,1123.0,1231.0,1325.0,1392.0,1464.0
Guatemala,3250.0,3892.0,4886.0,5412.0,6154.0,7718.0,8431.0,8539.0,8864.0,9276.0,10951.0,5921.0,6857.0,7426.0,8561.0,7535.0,9174.0,10138.0,11045.0,12482.0,14050.0,14992.0,16982.0,18461.0,17422.0,18124.0,19735.0,21924.0,23092.0,24977.0,28179.0,31308.0,35028.0,40242.0,37997.0,41493.0,47419.0,49902.0,52989.0,57835.0,62180.0,66034.0,71624.0,73331.0,77156.0,77718.0,86467.0,95631.0,104436.0,112575.0,121177.0
Guinea,926.0,1056.0,1085.0,1241.0,1328.0,2400.0,2381.0,2335.0,2284.0,2327.0,2473.0,2675.0,2840.0,3317.0,3384.0,3710.0,4195.0,4570.0,4562.0,4707.0,5139.0,5316.0,5212.0,5003.0,4798.0,4039.0,3806.0,4022.0,4759.0,5012.0,4506.0,4178.0,6317.0,6966.0,6753.0,6858.0,6775.0,7387.0,8376.0,8777.0,8790.0,8604.0,10325.0,11857.0,13443.0,14089.0,16320.0,19589.0,22750.0,25758.0,30094.0
Guinea-Bissau,556.0,500.0,430.0,497.0,544.0,289.0,370.0,421.0,475.0,330.0,485.0,474.0,401.0,374.0,449.0,548.0,772.0,846.0,653.0,361.0,778.0,741.0,704.0,592.0,580.0,392.0,413.0,466.0,553.0,582.0,640.0,635.0,753.0,953.0,889.0,941.0,1157.0,1050.0,1110.0,1136.0,1153.0,1245.0,1469.0,1555.0,1487.0,1523.0,1722.0,1721.0,2005.0,2184.0,2274.0
Guyana,804.0,711.0,703.0,793.0,829.0,842.0,808.0,692.0,703.0,654.0,697.0,789.0,728.0,828.0,832.0,685.0,744.0,823.0,1003.0,1176.0,1332.0,1495.0,1587.0,1500.0,1488.0,1497.0,1504.0,1555.0,1592.0,1657.0,1712.0,1899.0,2225.0,2491.0,2596.0,2889.0,3328.0,4063.0,4168.0,4128.0,4280.0,4483.0,4748.0,4788.0,5174.0,5471.0,8041.0,14718.0,16919.0,24659.0,25822.0
Haiti,681.0,879.0,947.0,974.0,1081.0,2664.0,2932.0,3050.0,3273.0,3627.0,4028.0,4475.0,2205.0,1450.0,1340.0,1706.0,1530.0,918.0,1107.0,3054.0,4846.0,5000.0,5748.0,6408.0,7148.0,6810.0,6285.0,6064.0,4866.0,6037.0,7186.0,7507.0,9522.0,10488.0,11598.0,11852.0,13009.0,13709.0,14904.0,15137.0,14831.0,13996.0,15036.0,16454.0,14787.0,14508.0,21017.0,19826.0,19603.0,26229.0,33548.0
Honduras,1341.0,1608.0,1992.0,2302.0,2686.0,3968.0,4044.0,4267.0,4477.0,4915.0,5278.0,5678.0,6191.0,6877.0,7877.0,4923.0,4649.0,4944.0,4961.0,4642.0,5415.0,5217.0,5736.0,6366.0,6417.0,7104.0,7568.0,7775.0,8139.0,8769.0,9672.0,10843.0,12276.0,13789.0,14486.0,15730.0,17590.0,18399.0,18370.0,19617.0,20834.0,21564.0,22982.0,23907.0,24711.0,23190.0,27950.0,31233.0,34229.0,36965.0,38172.0
Hong Kong,10044.0,12873.0,15706.0,18297.0,22495.0,28862.0,31055.0,32291.0,29907.0,33511.0,35700.0,41076.0,50623.0,59708.0,68790.0,76929.0,88960.0,104272.0,120354.0,135812.0,144652.0,159718.0,177349.0,168858.0,165734.0,171643.0,169381.0,166336.0,161370.0,169085.0,181556.0,193515.0,211583.0,219279.0,214048.0,228639.0,248514.0,262629.0,275697.0,291460.0,309386.0,320860.0,341271.0,361731.0,363075.0,344941.0,368954.0,358680.0,381066.0,407107.0,423999.0
Hungary,12387.0,14354.0,16031.0,18741.0,21639.0,23117.0,23706.0,24142.0,21910.0,21243.0,21511.0,24778.0,27233.0,29800.0,30423.0,34478.0,34867.0,38857.0,40256.0,43308.0,46578.0,46834.0,47399.0,48784.0,49160.0,47276.0,53800.0,67636.0,85190.0,104015.0,113098.0,115604.0,140123.0,158228.0,130807.0,131899.0,141713.0,128470.0,135646.0,141129.0,125244.0,128984.0,143335.0,161185.0,164927.0,158468.0,183283.0,178321.0,214098.0,223060.0,237070.0
Iceland,1386.0,1645.0,2176.0,2475.0,2811.0,3434.0,3543.0,3251.0,2793.0,2892.0,3009.0,4014.0,5561.0,6145.0,5700.0,6504.0,6949.0,7105.0,6225.0,6393.0,7124.0,7426.0,7570.0,8504.0,8982.0,9026.0,8235.0,9318.0,11429.0,13825.0,16853.0,17465.0,21653.0,18075.0,13154.0,13751.0,15222.0,14752.0,16125.0,17868.0,17517.0,20793.0,24728.0,26261.0,24681.0,21630.0,25770.0,28696.0,31452.0,33463.0,35309.0
India,100437.0,101196.0,117421.0,135833.0,150317.0,186170.0,193153.0,200035.0,218218.0,211843.0,233520.0,248398.0,278864.0,294479.0,296043.0,320979.0,270105.0,288210.0,279295.0,327275.0,360281.0,392902.0,415895.0,421378.0,458821.0,468396.0,485440.0,514938.0,607701.0,709152.0,820385.0,940260.0,1216736.0,1198895.0,1341889.0,1675615.0,1823052.0,1827637.0,1856721.0,2039127.0,2103588.0,2294797.0,2651474.0,2702930.0,2835606.0,2674852.0,3167271.0,3346107.0,3638490.0,3909097.0,4187017.0
Indonesia,33472.0,40948.0,50331.0,56535.0,56473.0,99296.0,110848.0,113799.0,103149.0,107218.0,107062.0,101220.0,95214.0,107279.0,122582.0,138258.0,154558.0,168280.0,190913.0,213727.0,244227.0,274722.0,260680.0,115323.0,169158.0,179482.0,174507.0,212807.0,255346.0,279344.0,310920.0,396518.0,470092.0,558291.0,578577.0,755094.0,892969.0,917870.0,912524.0,890815.0,860854.0,931877.0,1015619.0,1042272.0,1119100.0,1059055.0,1186510.0,1319101.0,1371169.0,1396300.0,1429743.0
Iran,48877.0,63404.0,74362.0,73233.0,85610.0,95846.0,101481.0,125800.0,156927.0,161721.0,180541.0,208928.0,277019.0,311932.0,379427.0,581008.0,304065.0,50472.0,64449.0,79818.0,114941.0,158032.0,184138.0,205000.0,275092.0,366917.0,330978.0,132682.0,158416.0,188961.0,228428.0,272361.0,360928.0,425699.0,440408.0,517899.0,625430.0,421882.0,428321.0,460809.0,408288.0,458042.0,486829.0,332846.0,241658.0,195528.0,289294.0,376254.0,372820.0,401357.0,341013.0
Iraq,4845.0,6178.0,6693.0,8468.0,11371.0,,,,,,,,,,,,,,,,,,,,,25984.0,21113.0,21063.0,15800.0,36642.0,50065.0,65144.0,88833.0,131614.0,111660.0,138517.0,185750.0,218032.0,234638.0,234651.0,177634.0,168429.0,190048.0,230189.0,236682.0,182576.0,210753.0,288059.0,270799.0,277478.0,258020.0
Ireland,9279.0,9285.0,10972.0,14254.0,18023.0,21425.0,20423.0,21313.0,20618.0,19883.0,21168.0,28516.0,33660.0,36875.0,38030.0,48199.0,48840.0,54911.0,51364.0,55843.0,69260.0,75928.0,82957.0,90305.0,98993.0,100253.0,109347.0,128505.0,164630.0,194283.0,211993.0,232193.0,270112.0,275417.0,236187.0,222167.0,241295.0,227415.0,243305.0,266857.0,302422.0,305649.0,348411.0,395641.0,407170.0,436205.0,531660.0,549003.0,551554.0,577216.0,598840.0
Israel,14502.0,15243.0,16495.0,16232.0,20891.0,25071.0,26565.0,28470.0,31752.0,30059.0,27938.0,34394.0,41080.0,50888.0,51777.0,61097.0,69307.0,77446.0,77837.0,88852.0,105553.0,115181.0,119516.0,120586.0,121425.0,136516.0,134990.0,125339.0,131544.0,140162.0,147442.0,159076.0,184706.0,221231.0,213401.0,239679.0,268095.0,263591.0,298479.0,315019.0,303469.0,321941.0,358453.0,376301.0,400648.0,410771.0,489854.0,525183.0,512185.0,540381.0,583361.0
Italy,220469.0,217583.0,249389.0,305032.0,381143.0,479967.0,435267.0,430169.0,446399.0,441048.0,455457.0,645071.0,809632.0,897006.0,932931.0,1164328.0,1229898.0,1305099.0,1049470.0,1082455.0,1177984.0,1315136.0,1246340.0,1274381.0,1256251.0,1150169.0,1172049.0,1280841.0,1582534.0,1811987.0,1866013.0,1958667.0,2222785.0,2417242.0,2207085.0,2146687.0,2306568.0,2099259.0,2153259.0,2173815.0,1845615.0,1886590.0,1970027.0,2100387.0,2019831.0,1905956.0,2180656.0,2105722.0,2305271.0,2372059.0,2422855.0
Ivory Coast,3894.0,4662.0,6265.0,7901.0,9142.0,13877.0,11502.0,10320.0,9312.0,9284.0,9470.0,12675.0,13944.0,14092.0,13487.0,14923.0,14504.0,15416.0,15268.0,11492.0,15205.0,16780.0,16203.0,17433.0,17114.0,14851.0,15485.0,17148.0,21206.0,22924.0,23626.0,24628.0,28158.0,33621.0,33693.0,34431.0,35529.0,37030.0,43228.0,48882.0,45815.0,48408.0,52512.0,58522.0,60383.0,63119.0,72833.0,71075.0,79630.0,87096.0,94483.0
Jamaica,3251.0,3371.0,3694.0,3006.0,2765.0,2565.0,2817.0,3235.0,2875.0,2119.0,1993.0,2369.0,2672.0,3184.0,3692.0,4663.0,4285.0,4328.0,5440.0,5453.0,6549.0,7394.0,8400.0,8787.0,8887.0,9065.0,9195.0,9719.0,9430.0,10175.0,11233.0,11946.0,12881.0,13743.0,12107.0,13193.0,14413.0,14765.0,14213.0,13865.0,14154.0,14108.0,14755.0,15648.0,15808.0,13885.0,14674.0,17003.0,19315.0,20069.0,21411.0
Japan,512861.0,576406.0,709405.0,996742.0,1037453.0,1129378.0,1245221.0,1158731.0,1270860.0,1345825.0,1427020.0,2120084.0,2580749.0,3125725.0,3109455.0,3185904.0,3648066.0,3980703.0,4536941.0,4998798.0,5545566.0,4923393.0,4492449.0,4098363.0,4635982.0,4968360.0,4374710.0,4182845.0,4519564.0,4893135.0,4831467.0,4601663.0,4579750.0,5106679.0,5289494.0,5759072.0,6233148.0,6272362.0,5212328.0,4896995.0,4444931.0,5003678.0,4930837.0,5040881.0,5117995.0,5054069.0,5039148.0,4262146.0,4213167.0,4026211.0,4186431.0
Jordan,1220.0,1574.0,1937.0,2562.0,3103.0,3932.0,4416.0,4713.0,4953.0,5003.0,5033.0,6445.0,6794.0,6364.0,4279.0,4187.0,4373.0,5403.0,5615.0,6321.0,6759.0,7054.0,7389.0,8163.0,8414.0,8725.0,9268.0,9972.0,10575.0,11771.0,13134.0,15795.0,17957.0,22648.0,24538.0,27134.0,29524.0,31679.0,34503.0,36900.0,38642.0,39949.0,41667.0,43432.0,44566.0,43762.0,46362.0,48722.0,51161.0,53428.0,56102.0
Kazakhstan,,,,,,,,,,,,,,,,,,2875.0,5152.0,11881.0,16639.0,21035.0,22166.0,22135.0,16871.0,18292.0,22153.0,24637.0,30834.0,43152.0,57125.0,81003.0,104850.0,133442.0,115309.0,148047.0,192626.0,207999.0,236635.0,221416.0,184388.0,137278.0,166806.0,179340.0,181667.0,171082.0,197112.0,225496.0,261840.0,284810.0,300538.0
Kenya,4206.0,4483.0,5794.0,6860.0,7869.0,13449.0,12667.0,12196.0,11279.0,11703.0,11646.0,13832.0,15163.0,15721.0,15586.0,16219.0,15315.0,15084.0,10479.0,12546.0,15905.0,18064.0,18300.0,20630.0,18594.0,18206.0,18697.0,19030.0,21391.0,22790.0,26307.0,29668.0,36708.0,41058.0,42347.0,45406.0,46555.0,56407.0,61703.0,68395.0,70370.0,74816.0,81965.0,92211.0,100328.0,100912.0,109875.0,114733.0,108747.0,120899.0,131673.0
Kiribati,80.0,60.0,56.0,65.0,62.0,33.0,35.0,33.0,31.0,34.0,26.0,26.0,30.0,38.0,38.0,37.0,41.0,62.0,59.0,67.0,69.0,81.0,80.0,75.0,77.0,75.0,65.0,75.0,97.0,104.0,114.0,112.0,138.0,150.0,142.0,166.0,196.0,207.0,202.0,201.0,192.0,207.0,223.0,234.0,217.0,222.0,285.0,271.0,289.0,308.0,312.0
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,2217.0,2509.0,2730.0,3390.0,3710.0,3828.0,4019.0,4868.0,5202.0,5030.0,5348.0,6340.0,6167.0,6735.0,7076.0,6296.0,6681.0,7178.0,7882.0,7900.0,7728.0,9418.0,9375.0,10470.0,11151.0,11274.0
Kuwait,12016.0,13120.0,14140.0,15502.0,24750.0,,25249.0,21583.0,20871.0,21700.0,21445.0,17904.0,22368.0,20690.0,24313.0,18239.0,10791.0,19871.0,23955.0,24859.0,27186.0,31491.0,30350.0,25941.0,30126.0,37714.0,34906.0,38129.0,47869.0,59439.0,80799.0,101548.0,114608.0,147391.0,105992.0,115401.0,154020.0,174066.0,174179.0,162695.0,114606.0,109399.0,120688.0,138655.0,140855.0,111048.0,148455.0,183977.0,163716.0,158568.0,153101.0
Kyrgyzstan,,,,,,,,,,,,,,,,,,917.0,665.0,1108.0,1493.0,1822.0,1767.0,1630.0,1242.0,1368.0,1525.0,1606.0,1920.0,2214.0,2459.0,2837.0,3807.0,5139.0,4690.0,4794.0,6198.0,6604.0,7335.0,7467.0,6678.0,6813.0,7703.0,8271.0,9372.0,8283.0,9256.0,12269.0,15187.0,17491.0,19849.0
Laos,204.0,222.0,231.0,250.0,265.0,1913.0,1118.0,1119.0,2047.0,2930.0,3685.0,2577.0,1815.0,1182.0,1460.0,1742.0,2053.0,2354.0,2652.0,3081.0,3579.0,3726.0,3515.0,1334.0,1415.0,1720.0,1757.0,1844.0,2260.0,2651.0,3079.0,3934.0,4757.0,5946.0,6431.0,7506.0,8964.0,10194.0,11972.0,13266.0,14418.0,15904.0,17055.0,18131.0,18770.0,18511.0,18533.0,15121.0,14978.0,15879.0,16322.0
Latvia,,,,,,,,,,,,,,,,,,1641.0,2643.0,4391.0,5242.0,5799.0,6351.0,6977.0,7325.0,7765.0,8192.0,9256.0,11249.0,13831.0,16332.0,20453.0,29463.0,34296.0,25758.0,23509.0,26832.0,27136.0,29157.0,30285.0,26347.0,27110.0,29381.0,33263.0,33103.0,33353.0,38209.0,38045.0,42584.0,43508.0,45535.0
Lebanon,3258.0,1427.0,2529.0,2977.0,3633.0,4020.0,3843.0,2621.0,3611.0,4269.0,3566.0,2780.0,3254.0,3269.0,2682.0,2801.0,4392.0,5472.0,7435.0,8988.0,10971.0,12824.0,15535.0,17059.0,17174.0,17018.0,17361.0,18837.0,19486.0,21160.0,21497.0,22023.0,24827.0,29119.0,35400.0,38444.0,39927.0,44017.0,46880.0,48095.0,49929.0,51150.0,53030.0,54900.0,50928.0,24976.0,19782.0,24748.0,23607.0,28280.0,
Lesotho,138.0,136.0,178.0,245.0,267.0,428.0,435.0,362.0,401.0,360.0,288.0,331.0,434.0,496.0,519.0,635.0,743.0,863.0,865.0,915.0,1032.0,977.0,1027.0,949.0,937.0,922.0,774.0,856.0,1256.0,1598.0,1730.0,1720.0,1759.0,1652.0,1937.0,2356.0,2571.0,2465.0,2345.0,2477.0,2202.0,2206.0,2424.0,2472.0,2323.0,2092.0,2445.0,2275.0,2213.0,2309.0,2404.0
Liberia,509.0,527.0,590.0,646.0,744.0,,,,,,,,,,,,,,,,,,,,,863.0,904.0,943.0,714.0,897.0,944.0,1109.0,1344.0,1676.0,1765.0,1966.0,2340.0,2675.0,3044.0,3090.0,3092.0,3256.0,3321.0,3264.0,3080.0,3037.0,3509.0,3974.0,4390.0,4818.0,5166.0
Libya,13649.0,17719.0,20809.0,20537.0,28332.0,40190.0,34720.0,34616.0,32988.0,30890.0,30384.0,24756.0,23009.0,25870.0,27446.0,31627.0,34995.0,35459.0,31912.0,29719.0,33739.0,36827.0,37702.0,30921.0,37129.0,39498.0,35206.0,21128.0,27026.0,34054.0,48852.0,60094.0,68211.0,86804.0,60767.0,75381.0,48170.0,92542.0,75355.0,57384.0,48718.0,49913.0,67153.0,76682.0,69237.0,46893.0,35216.0,43281.0,43958.0,42159.0,47484.0
Liechtenstein,246.0,272.0,303.0,437.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,6742.0,8440.0,10159.0,11284.0,11017.0,11541.0,12260.0,14283.0,18801.0,22710.0,26118.0,30138.0,39765.0,48004.0,37591.0,36693.0,43201.0,42736.0,46321.0,48388.0,41548.0,42952.0,47745.0,54294.0,55132.0,57352.0,67068.0,71082.0,79824.0,84847.0,89192.0
Luxembourg,3097.0,3395.0,3757.0,4679.0,5470.0,6434.0,5549.0,4557.0,4473.0,4385.0,4544.0,6611.0,8211.0,9301.0,9903.0,12628.0,13683.0,15328.0,15714.0,17487.0,20571.0,20464.0,18428.0,19263.0,21088.0,21240.0,21388.0,23633.0,29660.0,35049.0,37693.0,42912.0,51594.0,58838.0,54408.0,56260.0,61685.0,59814.0,65204.0,68823.0,60078.0,62200.0,65689.0,71118.0,69880.0,73612.0,86444.0,80865.0,87599.0,93169.0,96613.0
Macau,436.0,433.0,554.0,723.0,822.0,,,,,,,,,,,,,,,,,,,,,,6860.0,7372.0,8247.0,10643.0,12160.0,14874.0,18440.0,21027.0,21588.0,28242.0,36844.0,43190.0,51536.0,54903.0,45048.0,45071.0,50384.0,55191.0,55082.0,25344.0,30969.0,24998.0,45802.0,50182.0,53354.0
Madagascar,1844.0,1762.0,1905.0,2156.0,2798.0,5202.0,4759.0,4785.0,4686.0,3906.0,3803.0,4348.0,3213.0,3189.0,3176.0,3931.0,3255.0,3715.0,4063.0,3522.0,3838.0,4932.0,4263.0,4402.0,4278.0,4629.0,5438.0,5352.0,6372.0,5065.0,5859.0,6396.0,8525.0,10725.0,9617.0,9983.0,11552.0,11579.0,12424.0,12523.0,11323.0,11849.0,13176.0,13760.0,14105.0,13051.0,14355.0,15326.0,15870.0,17420.0,18708.0
Malawi,845.0,923.0,1111.0,1307.0,1403.0,3022.0,3022.0,2881.0,2986.0,2949.0,2762.0,2883.0,2834.0,3258.0,3715.0,4222.0,5380.0,4394.0,5056.0,2930.0,3412.0,5569.0,6504.0,4275.0,4336.0,4257.0,4178.0,4922.0,4521.0,4895.0,5148.0,5630.0,6240.0,7492.0,8723.0,9796.0,11241.0,8421.0,7648.0,8526.0,9014.0,7733.0,8943.0,9882.0,11031.0,11847.0,12475.0,12531.0,13439.0,11797.0,13959.0
Malaysia,10079.0,11939.0,14196.0,17674.0,22919.0,26757.0,27321.0,29278.0,32745.0,37087.0,34090.0,30303.0,34529.0,37845.0,41678.0,47245.0,53519.0,64427.0,72857.0,81156.0,96606.0,109846.0,109116.0,78639.0,86203.0,102149.0,101054.0,109833.0,120025.0,135869.0,150345.0,170410.0,202732.0,241946.0,211847.0,258640.0,302184.0,318909.0,327869.0,342868.0,301355.0,301256.0,319109.0,358783.0,365178.0,337456.0,373785.0,407605.0,399705.0,419617.0,444984.0
Maldives,48.0,44.0,41.0,47.0,75.0,63.0,73.0,87.0,94.0,113.0,134.0,158.0,149.0,178.0,201.0,231.0,262.0,306.0,346.0,382.0,466.0,527.0,652.0,693.0,756.0,801.0,767.0,828.0,1052.0,1227.0,1163.0,1575.0,1868.0,2272.0,2345.0,2588.0,2629.0,2885.0,3286.0,3690.0,4118.0,4398.0,4809.0,5398.0,5716.0,3706.0,5242.0,6168.0,6581.0,7019.0,7480.0
Mali,604.0,716.0,833.0,965.0,1220.0,2031.0,1660.0,1468.0,1418.0,1416.0,1426.0,1981.0,2308.0,2316.0,2827.0,3223.0,3284.0,3372.0,3362.0,2575.0,3337.0,3416.0,3208.0,3328.0,3444.0,2963.0,3468.0,3905.0,4713.0,5452.0,6251.0,6906.0,8157.0,9871.0,10249.0,10698.0,12993.0,12450.0,13243.0,14369.0,13106.0,14022.0,15360.0,17079.0,17281.0,17491.0,19320.0,19319.0,21184.0,22724.0,23208.0
Malta,475.0,528.0,626.0,794.0,1001.0,,,,,,,,,,,,,,,,3353.0,3419.0,3461.0,3667.0,3827.0,4042.0,4072.0,4462.0,5425.0,6109.0,6392.0,6783.0,7972.0,9171.0,8760.0,9104.0,9788.0,9616.0,10797.0,11891.0,11342.0,12022.0,14156.0,16161.0,16340.0,16397.0,19737.0,19254.0,22217.0,24315.0,25750.0
Marshall Islands,17.0,18.0,20.0,22.0,26.0,,,,,,,,,,,,,,,,,,110.0,112.0,113.0,115.0,123.0,132.0,131.0,133.0,138.0,143.0,150.0,147.0,151.0,161.0,172.0,181.0,186.0,186.0,184.0,202.0,214.0,220.0,233.0,242.0,259.0,253.0,259.0,280.0,297.0
Mauritania,759.0,847.0,871.0,857.0,1069.0,,,,,,,,,,,1793.0,2055.0,2164.0,1847.0,1945.0,2092.0,2132.0,2072.0,2027.0,1986.0,1780.0,1746.0,1777.0,2051.0,2362.0,2936.0,4009.0,4328.0,5138.0,4725.0,5637.0,6782.0,6721.0,7331.0,6615.0,6182.0,6414.0,6826.0,7472.0,7894.0,8464.0,9126.0,9564.0,10649.0,10697.0,11470.0
Mauritius,581.0,722.0,844.0,1041.0,1241.0,1242.0,1179.0,1131.0,1198.0,1108.0,1122.0,1515.0,1919.0,2225.0,2286.0,2743.0,3017.0,3398.0,3502.0,3887.0,4439.0,4590.0,4310.0,4354.0,4597.0,4935.0,4882.0,5123.0,6155.0,6962.0,6867.0,7123.0,8260.0,10125.0,9252.0,10138.0,11673.0,11826.0,12293.0,13074.0,12007.0,12594.0,13714.0,14736.0,14436.0,11408.0,11484.0,12908.0,14101.0,14953.0,15495.0
Mexico,107525.0,108589.0,100097.0,125438.0,164346.0,242153.0,311012.0,225706.0,184010.0,217001.0,230272.0,159434.0,174840.0,213893.0,260663.0,307613.0,368772.0,427661.0,530226.0,553618.0,380182.0,432158.0,523450.0,557485.0,631240.0,742061.0,796055.0,810666.0,765550.0,819459.0,917572.0,1020265.0,1102356.0,1161553.0,943437.0,1105424.0,1229014.0,1255110.0,1327436.0,1364508.0,1213294.0,1112233.0,1190721.0,1256300.0,1304106.0,1121065.0,1316569.0,1466465.0,1793799.0,1852723.0,1692640.0
