Country,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Syria,5311.0,6388.0,6991.0,8384.0,10077.0,12980.0,16652.0,17415.0,18649.0,19171.0,21177.0,25428.0,32497.0,16538.0,9849.0,12303.0,12738.0,13263.0,13796.0,15105.0,16556.0,17761.0,16573.0,16144.0,16785.0,19861.0,20979.0,22758.0,21702.0,25204.0,28881.0,33824.0,40488.0,52631.0,53939.0,60043.0,,,,,,,,,,60043.0,,,,,
São Tomé and Príncipe,61.0,52.0,50.0,55.0,66.0,69.0,84.0,81.0,76.0,79.0,83.0,117.0,117.0,100.0,99.0,120.0,108.0,96.0,127.0,132.0,104.0,136.0,93.0,73.0,78.0,77.0,72.0,80.0,96.0,104.0,125.0,133.0,145.0,188.0,201.0,191.0,228.0,231.0,269.0,295.0,262.0,294.0,325.0,387.0,416.0,476.0,529.0,546.0,684.0,796.0,864.0
Taiwan,,,,,,42285.0,48969.0,49535.0,54148.0,61071.0,63617.0,78195.0,105039.0,126473.0,152704.0,166622.0,187140.0,222911.0,236339.0,256247.0,279059.0,292494.0,303284.0,279964.0,303830.0,330680.0,299276.0,307439.0,317381.0,346924.0,374060.0,386450.0,406907.0,415901.0,390829.0,444281.0,483974.0,495610.0,512943.0,535328.0,534515.0,543081.0,591687.0,610690.0,613512.0,676861.0,776965.0,765624.0,757335.0,782441.0,804889.0
Tajikistan,,,,,,,,,,,,,,,,,,291.0,678.0,829.0,569.0,1052.0,1121.0,1320.0,1087.0,991.0,1057.0,1212.0,1555.0,2073.0,2311.0,2811.0,3712.0,5135.0,4977.0,5642.0,6523.0,7592.0,8506.0,9242.0,7857.0,6994.0,7535.0,7762.0,8301.0,8134.0,8934.0,10493.0,11854.0,13544.0,14836.0
Tanzania,3829.0,4147.0,4955.0,5934.0,6282.0,10873.0,13005.0,14932.0,15294.0,13915.0,12556.0,15874.0,7821.0,7474.0,6444.0,5172.0,6019.0,5588.0,5170.0,5478.0,6382.0,7889.0,9341.0,11481.0,11777.0,12369.0,12610.0,13123.0,14159.0,15576.0,17174.0,18878.0,21810.0,27779.0,29301.0,31860.0,34369.0,39650.0,45677.0,49982.0,47424.0,49774.0,54000.0,54775.0,58797.0,63373.0,67964.0,74173.0,79138.0,80171.0,85977.0
Thailand,15489.0,17677.0,20585.0,24984.0,28483.0,33422.0,35999.0,37799.0,41366.0,43179.0,40185.0,44520.0,52204.0,63704.0,74637.0,88467.0,101247.0,115576.0,128889.0,146684.0,169279.0,183035.0,150180.0,113676.0,126669.0,126392.0,120296.0,134301.0,152281.0,172896.0,189318.0,221758.0,262943.0,291383.0,281711.0,341105.0,370819.0,397558.0,420334.0,407339.0,401296.0,413366.0,456357.0,506754.0,543977.0,500462.0,506195.0,495645.0,515906.0,526411.0,546224.0
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,477.0,470.0,490.0,441.0,462.0,454.0,543.0,648.0,727.0,882.0,1042.0,1160.0,1396.0,1448.0,1590.0,1640.0,1585.0,1556.0,2033.0,2163.0,3625.0,3209.0,2080.0,2015.0,2115.0
Togo,599.0,570.0,687.0,851.0,1016.0,1994.0,1656.0,1396.0,1330.0,1222.0,1281.0,1795.0,2107.0,2345.0,2302.0,2772.0,2740.0,2873.0,2189.0,1697.0,2240.0,2448.0,2494.0,2361.0,2370.0,2014.0,2000.0,2301.0,2854.0,3048.0,3080.0,3173.0,3760.0,4578.0,4717.0,4750.0,5421.0,5417.0,6022.0,6395.0,5756.0,6069.0,6385.0,7033.0,6993.0,7400.0,8338.0,8144.0,9081.0,9776.0,10023.0
Tonga,43.0,39.0,45.0,54.0,58.0,71.0,79.0,79.0,77.0,81.0,76.0,90.0,98.0,115.0,139.0,144.0,169.0,178.0,183.0,189.0,207.0,218.0,222.0,212.0,197.0,203.0,181.0,183.0,202.0,231.0,262.0,292.0,299.0,344.0,312.0,367.0,415.0,427.0,452.0,441.0,438.0,421.0,460.0,481.0,494.0,503.0,520.0,515.0,512.0,539.0,568.0
Trinidad and Tobago,2443.0,2501.0,3139.0,3563.0,4603.0,6343.0,7113.0,8280.0,7898.0,7891.0,7503.0,4877.0,4880.0,4574.0,4397.0,5155.0,5399.0,5533.0,4656.0,5032.0,5421.0,5859.0,5837.0,6148.0,6926.0,8295.0,8960.0,9148.0,11464.0,13472.0,16170.0,18600.0,21937.0,28193.0,19520.0,22522.0,25789.0,27147.0,28561.0,29474.0,26841.0,23624.0,23848.0,23889.0,23588.0,20991.0,24177.0,28510.0,25489.0,25524.0,26467.0
Tunisia,4775.0,4973.0,5637.0,6584.0,7930.0,9566.0,9223.0,8900.0,9202.0,9054.0,9245.0,9910.0,10663.0,11073.0,11069.0,14133.0,14897.0,17809.0,16724.0,17886.0,20616.0,22324.0,21762.0,22870.0,24066.0,22524.0,23146.0,24274.0,28797.0,32710.0,33851.0,36059.0,40819.0,47039.0,45593.0,46210.0,48122.0,47311.0,48681.0,50273.0,45779.0,44360.0,42167.0,42687.0,41905.0,42494.0,46813.0,44596.0,48541.0,53063.0,56291.0
Turkey,62735.0,71763.0,81839.0,90347.0,123319.0,96596.0,97865.0,88918.0,84968.0,82642.0,92827.0,102337.0,118926.0,125032.0,147727.0,207508.0,208402.0,219176.0,248573.0,179359.0,233566.0,250486.0,261857.0,277599.0,254024.0,273118.0,202558.0,238150.0,316540.0,407024.0,504800.0,552332.0,682992.0,782851.0,651513.0,777443.0,837924.0,877681.0,958088.0,939924.0,867054.0,869204.0,859020.0,797707.0,760388.0,717114.0,807893.0,905800.0,1130062.0,1322405.0,1437406.0
Turkmenistan,,,,,,,,,,,,,,,,,,1625.0,9169.0,7765.0,10043.0,4068.0,4584.0,4893.0,6595.0,8587.0,11855.0,14875.0,19533.0,24272.0,29363.0,36577.0,44388.0,36788.0,34562.0,35164.0,44413.0,50252.0,50863.0,56204.0,44944.0,42876.0,45902.0,49299.0,53035.0,52385.0,60934.0,77963.0,77876.0,82515.0,89054.0
Tuvalu,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,15.0,14.0,17.0,20.0,23.0,23.0,24.0,29.0,32.0,28.0,33.0,40.0,39.0,39.0,39.0,37.0,41.0,45.0,48.0,54.0,52.0,62.0,61.0,63.0,65.0,65.0
Uganda,2524.0,2668.0,2876.0,2955.0,2801.0,7486.0,12120.0,8410.0,9619.0,7399.0,6771.0,6746.0,10878.0,11268.0,9136.0,7452.0,3897.0,3645.0,4311.0,6240.0,7473.0,7713.0,8407.0,8230.0,7823.0,7756.0,7835.0,8425.0,8725.0,10750.0,12460.0,14079.0,17512.0,22419.0,24107.0,24683.0,27501.0,30939.0,32331.0,34754.0,30122.0,30232.0,31589.0,34126.0,37895.0,37889.0,42805.0,47276.0,51934.0,56453.0,64277.0
Ukraine,,,,,,,,,,,,,,,,,,22193.0,35025.0,38012.0,38275.0,46083.0,51867.0,43315.0,32661.0,32331.0,37863.0,42339.0,50096.0,64747.0,85996.0,107767.0,143260.0,181313.0,117079.0,136011.0,163059.0,175781.0,183310.0,133392.0,90922.0,93349.0,112064.0,130905.0,153904.0,156566.0,199835.0,161987.0,178763.0,190426.0,205742.0
United Arab Emirates,14721.0,19213.0,24872.0,23776.0,31226.0,41725.0,46461.0,43205.0,39588.0,39245.0,38519.0,30526.0,33519.0,34069.0,39325.0,50682.0,49300.0,51952.0,52144.0,57395.0,63432.0,72853.0,77167.0,75304.0,84420.0,102987.0,103312.0,109816.0,124346.0,147812.0,180616.0,222117.0,257883.0,315464.0,253547.0,300189.0,360833.0,384610.0,400219.0,414105.0,370276.0,369255.0,390517.0,427049.0,417990.0,349473.0,415179.0,502732.0,514130.0,537079.0,548598.0
United Kingdom,236514.0,227217.0,256596.0,325244.0,422476.0,604697.0,588342.0,559326.0,532925.0,504939.0,537200.0,655035.0,814102.0,989706.0,1007623.0,1197021.0,1248625.0,1289587.0,1155162.0,1241720.0,1344504.0,1421099.0,1561239.0,1653852.0,1688248.0,1668690.0,1650252.0,1788549.0,2056294.0,2422619.0,2546038.0,2712257.0,3091695.0,2960390.0,2421476.0,2487924.0,2664719.0,2707571.0,2786665.0,3066304.0,2928558.0,2699086.0,2682384.0,2875024.0,2853074.0,2698705.0,3144079.0,3125404.0,3371118.0,3644636.0,3839180.0
United States,1623400.0,1809100.0,2013600.0,2276000.0,2543500.0,2857325.0,3207025.0,3343800.0,3634025.0,4037650.0,4339000.0,4579625.0,4855250.0,5236425.0,5641600.0,5963125.0,6158125.0,6520325.0,6858550.0,7287250.0,7639750.0,8073125.0,8577550.0,9062825.0,9631175.0,10250950.0,10581925.0,10929100.0,11456450.0,12217175.0,13039200.0,13815600.0,14474250.0,14769850.0,14478050.0,15048975.0,15599725.0,16253950.0,16880675.0,17608125.0,18295000.0,18804900.0,19612100.0,20656525.0,21539975.0,21354125.0,23681175.0,26006900.0,27720725.0,29184900.0,30507217.0
Uruguay,3825.0,4007.0,4488.0,5377.0,7698.0,12217.0,13636.0,11147.0,6119.0,5819.0,5686.0,7059.0,8832.0,9137.0,9630.0,11204.0,13502.0,15515.0,18064.0,21040.0,23267.0,24730.0,26155.0,27704.0,26178.0,24892.0,22802.0,14863.0,13159.0,14959.0,18986.0,21416.0,25603.0,33151.0,34565.0,43967.0,52354.0,55938.0,62857.0,62546.0,58218.0,57580.0,65068.0,65370.0,62229.0,53557.0,60742.0,70600.0,77997.0,80961.0,79731.0
Uzbekistan,,,,,,,,,,,,,,,,,,4476.0,6897.0,8175.0,12746.0,17453.0,18433.0,18738.0,21362.0,17195.0,14581.0,12106.0,12697.0,15045.0,17939.0,21344.0,27963.0,35858.0,41945.0,49772.0,60213.0,67520.0,73192.0,80848.0,85662.0,85658.0,69703.0,58696.0,67294.0,66443.0,77340.0,90125.0,102634.0,114962.0,132484.0
Vanuatu,81.0,78.0,82.0,100.0,132.0,121.0,114.0,114.0,117.0,144.0,132.0,128.0,139.0,158.0,154.0,169.0,201.0,209.0,200.0,234.0,249.0,261.0,273.0,262.0,268.0,272.0,257.0,262.0,315.0,365.0,390.0,435.0,517.0,582.0,590.0,652.0,738.0,736.0,755.0,775.0,774.0,798.0,880.0,928.0,930.0,1008.0,921.0,1072.0,1158.0,1206.0,1267.0
Venezuela,32125.0,36751.0,42355.0,45987.0,56508.0,69841.0,78367.0,79998.0,79672.0,57826.0,59865.0,60877.0,46854.0,60378.0,44672.0,48391.0,53382.0,60400.0,59865.0,58357.0,77427.0,70536.0,85684.0,91836.0,97517.0,117596.0,123119.0,95258.0,83684.0,112254.0,143375.0,178521.0,232857.0,306764.0,268624.0,318281.0,316482.0,372592.0,258931.0,214690.0,125449.0,112915.0,115883.0,102021.0,73014.0,42838.0,56615.0,89013.0,102377.0,119808.0,108511.0
Vietnam,3896.0,4541.0,5413.0,6532.0,7140.0,35357.0,17617.0,23369.0,35204.0,61171.0,19045.0,43009.0,53385.0,29501.0,7991.0,8217.0,9704.0,12528.0,16736.0,20712.0,26407.0,31352.0,34146.0,34580.0,36444.0,39585.0,41297.0,44563.0,50233.0,62877.0,73197.0,84301.0,98426.0,124756.0,129022.0,143212.0,171312.0,195169.0,212728.0,232888.0,236795.0,252146.0,277071.0,304470.0,331818.0,346310.0,370076.0,411068.0,433008.0,459472.0,490970.0
Yemen,,,,,,,,,,,,,,,,12644.0,14665.0,17959.0,21737.0,28019.0,12796.0,6496.0,6838.0,6322.0,7639.0,9679.0,9853.0,10693.0,11778.0,13868.0,16732.0,19063.0,21651.0,26911.0,25130.0,30907.0,32726.0,35401.0,40415.0,43229.0,42444.0,31318.0,26842.0,21606.0,21888.0,20220.0,19394.0,23534.0,19412.0,19101.0,17401.0
Yugoslavia,33279.0,37563.0,45673.0,54338.0,68198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,2658.0,2814.0,2767.0,3098.0,3827.0,4246.0,4385.0,4232.0,3653.0,3003.0,2848.0,1962.0,2431.0,4095.0,4365.0,4085.0,3690.0,3614.0,3549.0,3657.0,3799.0,3599.0,4303.0,3538.0,3405.0,3601.0,3870.0,4194.0,4902.0,6221.0,8329.0,12762.0,14060.0,17914.0,15332.0,20264.0,23455.0,25502.0,28042.0,27145.0,21245.0,20965.0,25874.0,26312.0,23309.0,18138.0,22096.0,29164.0,27578.0,26326.0,28910.0
Zimbabwe,4692.0,4637.0,4683.0,4686.0,5559.0,,,,,,,,,,,10143.0,9450.0,7793.0,7569.0,7959.0,8263.0,10117.0,10386.0,12099.0,11768.0,11340.0,11243.0,10734.0,9573.0,9465.0,9045.0,8141.0,7784.0,6707.0,9666.0,12042.0,14102.0,17115.0,19091.0,19496.0,19963.0,20549.0,22040.0,36922.0,26033.0,26878.0,36016.0,32613.0,35144.0,35224.0,38172.0
